gotu	covered_length	total_length	coverage_ratio	strain
G001426195	109481	3911581	0.027988938488043583	Sphingomonas sp. Leaf339 Leaf339
G001421705	109343	4483623	0.024387197585524028	Xylophilus sp. Leaf220 Leaf220
G001442535	109300	5765176	0.018958657983728512	Lysobacter antibioticus ATCC 29479
G001750785	109170	6543262	0.016684338790040807	Streptomyces rubrolavendulae MJM4426
G001720135	109148	4380693	0.02491569256279771	Methylobrevis pamukkalensis PK2
G000744785	109099	8272299	0.013188473965943446	Kitasatospora azatica KCTC 9699
G001641695	109086	8679329	0.01256848311660959	Bradyrhizobium neotropicale BR 10247
G000009925	108930	5310990	0.020510300339484727	Bacteroides fragilis YCH46
G000498575	108488	5454863	0.019888308835620618	Pseudomonas taeanensis MS-3
G000017265	108389	4379231	0.024750692530263876	Phenylobacterium zucineum HLK1
G001483765	108343	2925195	0.03703787268882929	Nesterenkonia jeotgali CD08_7
G000062885	108342	8212805	0.013191838841906023	Saccharopolyspora erythraea NRRL 2338 ASM6288v1
G000294515	108322	5848211	0.018522245520895195	Nocardiopsis alba ATCC BAA-2165
G001746425	108205	8093975	0.013368585892592948	Streptomyces subrutilus 10-1-1
G000173975	108111	3290996	0.03285054129509729	[Eubacterium] hallii DSM 3353
G000744705	107986	9915093	0.010891072832095472	Streptacidiphilus albus JL83
G000695235	107984	9372401	0.011521487396879412	Streptomyces albulus NK660
G001021385	107888	6177406	0.017464935929417624	Mycobacterium sp. EPa45 ASM102138v1
G000455245	107873	2672431	0.04036512074586771	Nesterenkonia massiliensis NP1
G000367525	107705	3174691	0.03392613643343557	Tetrasphaera elongata Lp2
G000285915	107665	2349262	0.04582928596299604	Brevibacterium ravenspurgense 5401308 = CCUG 53855 5401308
G000374625	107590	2503561	0.042974786713804856	Brachymonas chironomi DSM 19884
G001423885	107454	4105523	0.026173035688753905	Rathayibacter sp. Leaf185 Leaf185
G001028705	107423	3863562	0.02780413514782473	Croceicoccus naphthovorans PQ-2
G000240165	107373	8095515	0.013263269847563744	Streptomyces cattleya NRRL 8057 = DSM 46488
G001701025	107304	9997872	0.010732683915137141	Lentzea guizhouensis DHS C013
G000024865	107242	10369518	0.010342042899197436	Streptosporangium roseum DSM 43021
G000972925	107210	4517831	0.023730413997336334	Mycobacterium sp. UM_Kg1 ASM97292v1
G000731315	107160	6455027	0.016601014991881522	Neorhizobium galegae bv. orientalis str. HAMBI 540
G000744225	107121	8681761	0.01233862576958753	Kitasatospora mediocidica KCTC 9733
G000497445	107071	9782257	0.010945429055891702	Streptomyces roseochromogenus subsp. oscitans DS 12.976
G000368585	107037	3458264	0.030951078344510424	Acinetobacter venetianus RAG-1 = CIP 110063
G000312005	107036	3410512	0.031384144081592444	Cellulomonas massiliensis JC225
G000423485	107000	2035623	0.05256376057845682	Propionimicrobium lymphophilum DSM 4903
G000425185	106994	4620652	0.02315560661136134	Pleomorphomonas koreensis DSM 23070
G000187895	106876	4421924	0.024169569626253187	Bacteroides plebeius DSM 17135
G900101335	106767	3195637	0.03341024027447423	Quadrisphaera sp. DSM 44207 IMG-taxon 2687453777 annotated assembly
G000379425	106739	2944170	0.03625436031207437	Corynebacterium lubricantis DSM 45231
G000378225	106657	2860219	0.03728980193474696	Methylophilus methylotrophus DSM 46235 = ATCC 53528
G000816495	106342	2899785	0.03667237398634726	Acinetobacter harbinensis HITLi 7
G000019785	106332	4909403	0.021658845281187958	Leptothrix cholodnii SP-6
G000330885	106033	6686334	0.015858166822058244	Rhizobium tropici CIAT 899
G000745345	106010	7819394	0.013557316590006847	Streptomyces yeochonensis CN732
G001278075	105818	8532592	0.012401624266108118	Streptomyces pristinaespiralis HCCB 10218
G000253235	105818	8226158	0.012863599264687112	Streptomyces venezuelae ATCC 10712
G000301055	105753	1766666	0.059860211268004254	Facklamia ignava CCUG 37419
G900100155	105636	4505084	0.02344817543912611	Ancylobacter rudongensis CGMCC 1.1761
G000414195	105627	3151479	0.03351664408996538	Exiguobacterium sp. OS-77 ASM41419v1
G000689195	105548	4592824	0.02298106785716152	Sphaerotilus natans subsp. natans DSM 6575
G001188915	105531	2582931	0.0408570728370212	Staphylococcus schleiferi 2317-03
G000938305	105481	7851216	0.013434988924008713	Bradyrhizobium sp. LTSP885 ASM93830v1
G000275725	105336	3693745	0.02851739900832353	Halomonas stevensii S18214
G000204605	105330	7712377	0.013657268051082047	Streptomyces griseoaurantiacus M045
G001190945	105226	5420910	0.019411132079300338	Luteipulveratus mongoliensis MN07-A0370(T),
G000744885	105215	2160855	0.04869137447908351	Thermus amyloliquefaciens YIM 77409
G000419445	104906	2944984	0.03562192528040899	Gryllotalpicola ginsengisoli DSM 22003
G000196835	104800	10236715	0.010237659249085278	Amycolatopsis mediterranei U32
G000154845	104446	4300117	0.02428910655221707	Bacteroides coprocola DSM 17136
G001886715	104344	7310115	0.014273920451319849	Nocardia soli Y48
G000315485	104263	7087734	0.014710343249337517	Bacteroides oleiciplenus YIT 12058
G001916345	104256	1982440	0.052589737898751036	Dorea sp. 42_8 ASM191634v1
G000717025	104202	8216207	0.012682494489245463	Streptomyces atroolivaceus NRRL ISP-5137
G000721275	104084	7476360	0.013921748016414406	Microtetraspora glauca NRRL B-3735
G000158955	104037	8653262	0.012022864903431792	Streptomyces viridochromogenes DSM 40736
G000708885	104018	3559280	0.02922444988874154	Cellulomonas sp. HZM CelluHZM 1.0
G001426665	103993	6310811	0.01647854768586795	Rhizobium sp. Root1334 Root1334
G001578105	103986	5036008	0.02064849777839908	Martelella sp. AD-3 ASM157810v1
G001953195	103949	3636349	0.028586090059012487	Acinetobacter soli GFJ2
G000689255	103908	6382840	0.016279273802883982	Mycobacterium triplex DSM 44626
G001865855	103820	8304518	0.01250162863154731	Nocardia seriolae EM150506
G000717715	103619	8863434	0.011690615623696188	Streptomyces sp. NRRL B-24484 ASM71771v1
G001559115	103478	2647552	0.03908440702958809	Staphylococcus simulans FDAARGOS_124
G000471045	103451	3000939	0.03447287665627325	actinobacterium LLX17 LLX17V1
G001482195	103057	3988191	0.02584053772750603	Luteimonas abyssi XH031
G001483865	102933	5681722	0.01811651467636044	Roseateles depolymerans KCTC 42856
G000092385	102863	11936683	0.008617385583582977	Streptomyces bingchenggensis BCW-1
G001428255	102860	4827303	0.021307964302220102	Agromyces sp. Soil535 Soil535
G000069225	102752	3403786	0.03018756173272938	Clavibacter michiganensis subsp. sepedonicus
G001952815	102667	6357185	0.016149758108345125	Sphingobacterium sp. B29 ASM195281v1
G000422825	102518	4060447	0.025247959153265637	Nocardioides insulae DSM 17944
G000328705	102412	9360653	0.010940689714702596	Saccharothrix espanaensis DSM 44229 type strain: DSM 44229
G000744815	102222	7806543	0.013094400427948709	Streptacidiphilus oryzae TH49
G000270245	102198	5683123	0.01798271830470676	Microlunatus phosphovorus NM-1
G001431525	102132	3029904	0.03370799866926477	Stenotrophomonas koreensis DSM 17805
G900120375	102129	1864878	0.054764440354811414	Ndongobacter massiliensis Marseille-P3170
G000422305	101868	3416011	0.029820747064339077	Luteimonas mephitis DSM 12574
G000244995	101860	5600627	0.018187249391898443	Burkholderiales bacterium JOSHI_001 ASM24499v1
G000621185	101802	4710926	0.021609764194979925	Franconibacter pulveris DSM 19144
G001428805	101776	3919167	0.025968783672652887	Aeromicrobium sp. Root236 Root236
G000819865	101751	4540059	0.02241182328247276	Aeromonas eucrenophila CECT 4224
G000317595	101719	10403856	0.009777048048339001	Streptomyces ipomoeae 91-03
G000800475	101701	2032698	0.05003251835737527	Bifidobacterium pseudolongum PV8-2
G000431915	101672	2618993	0.03882102777670654	Prevotella sp. CAG:386 MGS386
G000185425	101609	2122126	0.04788075731601234	Mobiluncus curtisii ATCC 51333
G000564855	101596	7529476	0.013493103636959597	Actinokineospora spheciospongiae EG49
G000959725	101580	8899459	0.011414176974128427	Burkholderia gladioli ATCC 10248
G000310185	101552	4280700	0.02372322283738641	Thauera aminoaromatica S2
G000768335	101502	3085112	0.03290058837410117	Lysobacter arseniciresistens ZS79
G001425865	101464	5274600	0.019236340196412998	Rhizobacter sp. Root404 Root404
G001899705	101121	6323005	0.015992554173213526	Sphingobacterium sp. 40-24 ASM189970v1
G000262305	101029	4158725	0.024293262959200236	Shimwellia blattae DSM 4481 = NBRC 105725 DSM 4481
G000384175	101024	7458334	0.013545116107699118	Streptomyces purpureus KA281
G001713375	100986	4674684	0.021602743629302004	Hydrogenophaga sp. RAC07 ASM171337v1
G001423185	100890	3961764	0.025465928813528518	Plantibacter sp. Leaf314 Leaf314
G001294445	100759	3733085	0.02699081322820134	Comamonas kerstersii J29
G001514045	100730	9844122	0.010232502197758215	Streptomyces ciscaucasicus DSM 40275
G000238215	100707	3405521	0.02957168668171478	Tannerella forsythia 92A2
G000196235	100658	5070478	0.019851777288058443	Arthrobacter sp. FB24 ASM19623v1
G000018545	100520	6891900	0.014585237742857558	Sinorhizobium fredii NGR234
G001484605	100494	5056151	0.019875593114208813	Pseudarthrobacter sulfonivorans Ar51
G000469485	100357	4226099	0.023746959075024034	Leifsonia aquatica ATCC 14665
G001267865	100284	3071879	0.03264581710412422	Enterococcus durans KLDS 6.0930
G000185445	100259	2098776	0.047770224168753594	Mobiluncus curtisii subsp. holmesii ATCC 35242
G000154525	100205	4009829	0.024989843706552075	Bacteroides stercoris ATCC 43183
G000011065	100106	6293399	0.015906507755189207	Bacteroides thetaiotaomicron VPI-5482
G001431485	100022	3374112	0.029643947800191577	Stenotrophomonas ginsengisoli DSM 24757
G000016885	99953	2995049	0.0333727428165616	Psychrobacter sp. PRwf-1 ASM1688v1
G001418415	99919	8506297	0.011746474405960666	Streptomyces hirsutus NRRL B-2713
G000242835	99840	4760413	0.020972970202375298	Sphingomonas sp. PAMC 26617 ASM24283v1
G000156655	99786	2517763	0.03963280102217723	Holdemanella biformis DSM 3989
G001687365	99724	6265340	0.01591677387021295	Pararhizobium polonicum F5.1
G000718595	99621	7389938	0.01348062730702206	Streptomyces bikiniensis NRRL ISP-5582
G001426755	99599	3575694	0.027854452869848483	Aeromicrobium sp. Root495 Root495
G001586735	99592	4375952	0.02275893337038432	Ochrobactrum anthropi SUBG007
G000284035	99560	6194645	0.01607194601143407	Nocardia cyriacigeorgica GUH-2
G001813205	99536	1592142	0.06251703679696911	Atopobium sp. HMSC064B08 ASM181320v1
G000214155	99424	4643668	0.021410660710455613	Mycobacterium sinense JDM601
G000431295	99392	2161582	0.04598113788882402	Acidaminococcus intestini CAG:325 MGS325
G000332875	99317	2772228	0.035825696876303104	Anaerostipes hadrus DSM 3319
G000504185	99309	5232338	0.01897985183678883	Rhodobacteraceae bacterium PD-2 ASM50418v2
G000235645	99243	2587121	0.038360401388261314	Staphylococcus simiae CCM 7213
G000026065	99201	1884661	0.0526359913002922	Lactobacillus sakei subsp. sakei 23K
G000238055	99032	2470863	0.04007992349231827	Oribacterium parvum ACB1
G000813845	99022	4328053	0.022879109844542108	Pseudarthrobacter phenanthrenivorans SWC37
G000157355	98913	3427276	0.028860529470051435	Enterococcus casseliflavus EC20 ASM15735v2
G000247475	98912	5505000	0.017967665758401453	Rhizobium sp. PDO1-076 PDO-076
G001704375	98907	3531586	0.028006397125823923	Alishewanella sp. HH-ZS ASM170437v1
G000298195	98904	6434991	0.015369718465806712	Gordonia rhizosphera NBRC 16068
G000308595	98897	6980705	0.014167193714674951	Nocardia higoensis NBRC 100133
G000308715	98864	9731570	0.010159100741195921	Nocardia tenerifensis NBRC 101015
G001905365	98851	8892300	0.011116471554041137	Streptomyces sp. CB02488 ASM190536v1
G001440475	98680	8817291	0.011191646050924257	Bradyrhizobium lablabi CCBAU 23086
G900106785	98676	3475353	0.02839308697562521	Prevotellamassilia timonensis Marseille-P2831
G000225525	98622	8221694	0.0119953381869965	Streptomyces zinciresistens K42
G000429845	98596	4634066	0.021276347812051014	Comamonas composti DSM 21721
G000725495	98571	9928053	0.0099285328150444	Streptomyces aureus NRRL B-1941
G000009765	98530	9119895	0.010803852456634642	Streptomyces avermitilis MA-4680 = NBRC 14893 MA-4680 ASM976v2
G001281465	98510	5578743	0.017658099683028956	Cupriavidus gilardii CR3
G000418365	98466	2751233	0.035789771349791166	Corynebacterium terpenotabidum Y-11
G000157895	98391	6577228	0.014959341534153903	Mycobacterium kansasii ATCC 12478
G001513975	98355	8412249	0.011691879305997719	Streptomyces curacoi DSM 40107
G000411115	98354	2746278	0.03581356293863913	Capnocytophaga granulosa ATCC 51502
G000373905	98261	4609894	0.0213152406541235	Mycobacterium sp. 155 ASM37390v1
G000348945	98128	4319900	0.02271534063288502	Paeniglutamicibacter gangotriensis Lz1y
G000383915	98070	8704271	0.011266882660248055	Amycolatopsis benzoatilytica AK 16/65
G000231305	97911	3373426	0.029024202694827157	Leucobacter chromiiresistens JG 31
G000026745	97890	2170808	0.04509380838839731	Streptococcus suis BM407
G000826185	97631	3692770	0.0264384188563057	Microbacterium gorillae G3
G000373665	97556	8646873	0.011282228847353257	Streptomyces sp. BoleA5 ASM37366v1
G000421565	97493	4303916	0.022652161426942347	Agromyces subbeticus DSM 16689
G000488275	97263	3148512	0.030891735524590663	Acinetobacter brisouii CIP 110357
G001426225	97166	4350923	0.02233227294530379	Bosea sp. Leaf344 Leaf344
G001695855	97161	6521514	0.014898534297403947	Ensifer sp. LC163 LC163_v1
G001586165	97014	5011796	0.019357132652645877	Obesumbacterium proteus DSM 2777
G000154345	96771	3270209	0.02959168664755066	[Clostridium] leptum DSM 753
G001021065	96664	2419437	0.039953096526175305	Corynebacterium uterequi DSM 45634
G001005145	96622	7567836	0.012767454263015213	Jiangella alkaliphila KCTC 19222
G000718025	96556	9343474	0.0103340577605289	Streptomyces purpeofuscus NRRL B-1817
G000297395	96544	7325824	0.013178585780930582	Micromonospora lupini str. Lupac 08
G000739085	96518	7237391	0.013336021226433669	Amycolatopsis methanolica 239 ASM73908v1
G000568255	96498	11646492	0.008285585049987585	Kutzneria sp. 744 ASM56825v1
G001418585	96426	9868987	0.009770607662164314	Streptomyces griseoruber NRRL B-1818
G000426605	96382	3043901	0.031663973302679685	Propionibacterium acidifaciens DSM 21887
G000719335	96380	8150698	0.011824754149889986	Streptomyces sp. NRRL S-87 ASM71933v1
G000710465	96301	9851701	0.009775063209896443	Kitasatospora sp. MBT63 KspMBT63_1.0
G000024385	96260	5639016	0.017070354118519968	Thermomonospora curvata DSM 43183
G000376565	96245	11828360	0.008136800029758987	Streptomyces hokutonensis R1-NS-10
G001594145	96064	3838211	0.025028326999219166	Branchiibius sp. NY16-3462-2 ASM159414v1
G000716215	96048	9462133	0.01015077678574165	Streptomyces resistomycificus NRRL ISP-5133
G000938975	95940	12130542	0.007908962353042427	Streptomyces iranensis Siranensis
G000024225	95889	1543805	0.06211211908239706	Atopobium parvulum DSM 20469
G000525775	95866	1806210	0.0530757774566634	Mogibacterium timidum ATCC 33093
G001908185	95848	8705449	0.011010115618390276	Bradyrhizobium sp. AS23.2 ASM190818v1
G000328305	95841	4348607	0.022039471490525587	Arthrobacter crystallopoietes BAB-32
G000964005	95642	4744957	0.02015655779388517	Williamsia herbipolensis ARP1
G000525635	95605	9874926	0.009681591538002412	Kutzneria albida DSM 43870
G000024345	95464	7579488	0.012595045997829932	Kribbella flavida DSM 17836
G001005085	95397	10014215	0.009526158565599002	Streptomyces humi MUSC 119
G000715895	95295	11283935	0.008445192213531892	Umezawaea tangerina NRRL B-24463
G000331005	95268	10825282	0.00880050976963002	Streptomyces turgidiscabies Car8
G000147815	95250	11138313	0.008551564316786572	Streptomyces violaceusniger Tu 4113
G000014925	95112	5226648	0.01819751397071316	Paenarthrobacter aurescens TC1
G000466965	95069	3896245	0.024400159640885006	Loktanella cinnabarina LL-001
G000241345	94951	5306375	0.01789375986431415	Gordonia amarae NBRC 15530
G000225345	94895	3592125	0.02641751052649894	Roseburia hominis A2-183
G001054655	94846	5826065	0.01627959866565169	Bacillus sp. 220_BSPC ASM105465v1
G000721105	94835	10063079	0.009424054009712137	Streptomyces cellulosae NRRL B-2687
G000423225	94751	4839203	0.01957987709959677	Kaistia adipata DSM 17808
G001298575	94643	10668107	0.008871583309016304	Actinobacteria bacterium OK074 Actinobacteria.strain_OK074_v1.0
G001273835	94564	4141170	0.022835092498013847	Leucobacter celer subsp. astrifaciens CBX151
G000250675	94404	9436348	0.010004294034090307	Nocardia brasiliensis ATCC 700358 HUJEG-1
G001423845	94180	3871084	0.024329102649283767	Sphingomonas sp. Leaf357 Leaf357
G900106575	94072	2723453	0.03454144426211871	Capnocytophaga granulosa DSM 11449
G000953875	93979	4669233	0.02012728857180612	Ralstonia mannitolilytica MRY14-0246
G000718315	93951	8945636	0.010502439401737338	Streptomyces griseofuscus NRRL B-5429
G000333335	93949	4878673	0.019257080767659567	Sphingomonas-like bacterium B12 ASM33333v1
G001279985	93907	10576888	0.008878509444365867	Streptomyces sp. AS58 ASM127998v1
G000203855	93901	3348624	0.028041667263926914	Lactobacillus plantarum WCFS1 isolate NCIMB8826
G001438885	93875	1629936	0.05759428591061244	Atopobium rimae DSM 7090
G000716675	93873	9717375	0.009660324933431096	Streptomyces alboflavus NRRL B-2373
G000688375	93812	3318148	0.02827239773512212	Prevotella sp. HUN102 ASM68837v1
G001046875	93801	3809986	0.024619775505736765	Tetrasphaera jenkinsii Ben 74
G000725485	93741	11006208	0.00851710234805666	Nonomuraea candida NRRL B-24552
G000174015	93724	1626291	0.05763052245877275	Atopobium rimae ATCC 49626
G001312925	93689	5891134	0.015903389737867108	Rhodococcus sp. HA99 JCM 9789
G000204155	93685	6732271	0.013915809390323117	Verrucosispora maris AB-18-032
G000389965	93624	9228054	0.010145584323628795	Actinoplanes sp. N902-109 ASM38996v1
G001419695	93582	6416915	0.014583643386268948	Streptomyces prasinopilosus NRRL B-2711
G000768345	93522	3032117	0.030843796594920314	Lysobacter concretionis Ko07 = DSM 16239 Ko07
G000832605	93486	5637053	0.016584197452108398	Bacillus mycoides ATCC 6462
G000284295	93437	8773466	0.010649952937641748	Actinoplanes missouriensis 431
G000421225	93383	4174923	0.022367598156900138	Ruania albidiflava DSM 18029
G000471625	93287	3216409	0.0290034631789676	Psychrobacter aquaticus CMS 56
G000007265	93259	2160267	0.043170126655640254	Streptococcus agalactiae 2603V/R
G000720455	93255	8318538	0.011210503576469808	Streptomyces virginiae NRRL ISP-5094
G000420585	93217	2885106	0.03230973142754547	Corynebacterium callunae DSM 20147 ASM42058v1
G000745835	93213	6727093	0.013856356675907408	Belnapia moabensis DSM 16746
G000526215	93178	8787999	0.010602868753171228	Nocardia sp. BMG51109 ASM52621v1
G000379885	93158	8996452	0.01035497104858671	Nonomuraea coxensis DSM 45129
G000743715	93116	3849771	0.02418741270584666	Maribius sp. MOLA 401 ASM74371v1
G001302565	93116	3918424	0.02376363558410218	Glutamicibacter arilaitensis KLBMP5180
G001277995	93066	3033893	0.03067543911403599	Corynebacterium deserti GIMN1.010
G900113175	92846	3382342	0.027450210534594077	Planifilum fulgidum DSM 44945
G001440405	92781	8845258	0.010489349208355482	Bradyrhizobium valentinum LmjM3
G000974445	92613	10698154	0.00865691408069093	Lechevalieria aerocolonigenes NBRC 13195
G001592145	92601	4004833	0.023122312465963	Xylanimicrobium pachnodae JCM 13526 = NBRC 107786
G900113695	92563	6027197	0.015357553436531111	Albimonas pacifica CGMCC 1.11030
G000308655	92561	8224214	0.011254692545694944	Nocardia niigatensis NBRC 100131
G000184945	92486	3284105	0.028161706157385346	Prevotella buccae ATCC 33574
G000442315	92455	3163144	0.029228830555927898	Rubellimicrobium thermophilum DSM 16684
G001270745	92416	7266157	0.012718690223731748	Jiangella muralis DSM 45357
G001419745	92384	8744139	0.010565248333769626	Streptomyces silaceus NRRL B-24166
G000308875	92282	8383303	0.011007833070091825	Nocardia transvalensis NBRC 15921
G000317935	92228	4899574	0.01882367732378366	Bordetella parapertussis Bpp5
G900011245	92140	7547693	0.012207703731458077	Bradyrhizobium sp. BF49.v1
G000012305	92122	2650701	0.03475382549748161	Psychrobacter arcticus 273-4
G001418475	92000	9298634	0.009893926355204431	Streptomyces ossamyceticus NRRL B-3822
G000787795	91944	9528734	0.009649130723976553	Streptacidiphilus jiangxiensis NBRC 100920
G000383095	91915	3910956	0.023501926383216788	Sphingomonas sp. PR090111-T3T-6A 4088801
G000725795	91880	6383407	0.014393567572927748	Streptomyces seoulensis NRRL B-24310
G000015745	91766	3608012	0.02543395088486402	Geobacillus thermodenitrificans NG80-2
G001713435	91751	4403499	0.02083593069965498	Blastomonas sp. RAC04 ASM171343v1
G000737065	91664	3928443	0.023333417336079458	Thioclava atlantica 13D2W-2
G001011035	91452	8039333	0.01137557058527119	Streptomyces sp. CNQ-509 ASM101103v1
G001626995	91422	1881708	0.048584583793022086	Moraxellaceae bacterium REDSEA-S42_B15 ASM162699v1
G000334455	91197	5375815	0.016964311457890572	Gordonia soli NBRC 108243
G000504285	91049	9918887	0.009179356514496032	Actinospica robiniae DSM 44927
G000335815	91043	7114674	0.012796510423386932	Janthinobacterium sp. HH01 ASM33581v1
G000237145	91007	9239851	0.009849401251167362	Actinoplanes sp. SE50/110 ASM23714v1
G001969385	90860	5424264	0.01675065962866114	Thiobacimonas profunda JLT2016
G000468475	90688	10308866	0.00879708786592046	Actinomadura madurae LIID-AJ290
G000719265	90653	7205477	0.012581124053272254	Streptomyces roseoverticillatus NRRL B-3500
G001653075	90577	8132638	0.01113746855571341	Planomonospora sphaerica JCM 9374
G000373565	90506	9161949	0.00987846581551589	Streptomyces sp. HmicA12 ASM37356v1
G900102835	90504	4629350	0.01955004482270729	Sphingobacterium mizutaii DSM 11724
G000716595	90504	8934493	0.010129729801120221	Saccharothrix sp. NRRL B-16314 ASM71659v1
G000153725	90490	5482983	0.01650378999898413	Pelagibaca bermudensis HTCC2601
G001417755	90368	8992127	0.010049680125736659	Nonomuraea sp. NBRC 110462 ASM141775v1
G000757525	90335	6385152	0.014147666335899286	Rhizobium sp. YS-1r RRTA
G000968255	90308	10468295	0.008626810765267888	Streptomyces avermitilis MA-4680 = NBRC 14893 MA-4680 ASM96825v1
G000722615	90192	5134606	0.01756551525082937	Pseudorhizobium pelagicum R1-200B4
G000717345	90139	8181439	0.011017499488781864	Streptomyces lydicus NRRL ISP-5461
G001921215	90029	9535536	0.009441419968421282	Actinophytocola xinjiangensis CGMCC 4.4663
G000517605	89945	6903379	0.013029126750827385	Rhizobium leguminosarum bv. trifolii WSM1689
G000787835	89831	8771919	0.01024074663708135	Streptacidiphilus melanogenes NBRC 103184
G000802385	89809	3482341	0.025789835056360073	Porphyrobacter mercurialis Coronado
G000379485	89801	4175892	0.02150462703537352	Wenxinia marina DSM 24838 ASM37948v1
G001279695	89743	9486712	0.009459863438460028	Streptomyces sp. WM6378 ASM127969v1
G000518985	89651	4700340	0.01907330108034738	Chelativorans sp. J32 ASM51898v1
G000174395	89645	3052572	0.02936703868082391	Enterococcus faecium DO ASM17439v2
G001047695	89504	1854727	0.04825723677932116	Leuconostoc mesenteroides subsp. dextranicum DSM 20484
G000174815	89400	2064508	0.043303295506726056	Porphyromonas endodontalis ATCC 35406
G000341025	89328	5808301	0.01537936825243733	Nocardiopsis salina YIM 90010
G000716715	89270	11445570	0.0077995241827187286	Dactylosporangium aurantiacum NRRL B-8018
G001418005	89191	4373820	0.02039201430328637	Chelatococcus sambhunathii DSM 18167 ASM141800v1
G000308695	89168	8033873	0.011099005423660543	Nocardia takedensis NBRC 100417
G000013325	89148	4233314	0.021058678850659318	Novosphingobium aromaticivorans DSM 12444
G000381125	89134	3532116	0.02523529804796898	Caldimonas manganoxidans ATCC BAA-369
G001305595	89114	7609458	0.011710952343780594	Azospirillum thiophilum BV-S
G001078275	89029	4912977	0.01812119210002408	Bordetella hinzii F582
G000620785	89024	9931328	0.008963957287484614	Pseudonocardia acaciae DSM 45401
G000192435	88952	4257286	0.020894062555346295	Gordonia neofelifaecis NRRL B-59395
G000820725	88795	2878449	0.03084821026879406	Actinomyces polynesiensis MS2
G000768355	88764	3275062	0.02710299835545098	Lysobacter daejeonensis GH1-9
G000688475	88679	4210445	0.02106166925348746	Cellulomonas sp. URHE0023 ASM68847v1
G000732925	88625	9053857	0.009788645877662967	Amycolatopsis japonica DSM 44213
G001613505	88575	7562813	0.0117119119565696	Nocardia mikamii NBRC 108933
G000024285	88537	3205686	0.02761873745588308	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
G900104755	88463	8269569	0.010697413613696192	Bradyrhizobium lablabi GAS522
G001693385	88419	8322773	0.010623742831866255	Bradyrhizobium icense LMTR 13
G001676765	88418	7481739	0.011817840745313356	Mesorhizobium loti NZP2037 ASM167676v1
G000403315	88343	5238929	0.016862797720679168	Lachnospiraceae bacterium A2 Lach_bact_A2_V1
G001425305	88328	4265935	0.020705425656977895	Phenylobacterium sp. Root1290 Root1290
G000747075	88310	3114078	0.028358313439804654	Arenimonas malthae CC-JY-1
G001514455	88263	6325799	0.013952861923055096	Serratia fonticola GS2
G000422385	88262	2809959	0.03141042271435277	Microbacterium indicum DSM 19969
G001295845	88079	6161026	0.014296157815272976	Rhodopseudomonas sp. AAP120 ASM129584v1
G900129375	88052	7279383	0.012096080121076196	Streptoalloteichus hindustanus DSM 44523
G000819545	87871	7714110	0.011390944645591	Streptomyces nodosus ATCC 14899
G000493735	87780	2497115	0.035152566061234666	Carnobacterium inhibens subsp. gilichinskyi WN1359
G000935205	87771	6123958	0.014332397446226771	Rhodopseudomonas palustris BAL398
G001889105	87763	6751508	0.012999021848155996	Sinorhizobium americanum CFNEI 73
G000717745	87735	7941520	0.011047633198682369	Streptomyces violens NRRL ISP-5597
G000720955	87656	8516825	0.010292098287800911	Allokutzneria albata NRRL B-24461
G000024025	87578	10467782	0.008366433309367734	Catenulispora acidiphila DSM 44928
G000069785	87537	6476522	0.013516050744519975	Cupriavidus taiwanensis LMG 19424
G000341105	87477	6909969	0.012659535809784385	Nocardiopsis potens DSM 45234
G000585625	87424	4774593	0.018310251784811816	Aquamicrobium defluvii W13Z1
G000183325	87394	2522962	0.034639443638073024	Corynebacterium bovis DSM 20582 = CIP 54.80 DSM 20582
G000938285	87379	8426077	0.010370069013136243	Bradyrhizobium sp. LTSP857 ASM93828v1
G000494755	87366	9376071	0.009317975514477226	Actinoplanes friuliensis DSM 7358
G001897295	87358	904897	0.09653916412586183	Candidatus Saccharibacteria bacterium 49-20 ASM189729v1
G001429705	87342	2591554	0.03370255838774727	Yonghaparkia sp. Soil809 Soil809
G000092225	87120	4479724	0.019447626684143935	Tsukamurella paurometabola DSM 20162
G001418655	87117	10935515	0.007966428650136734	Streptomyces phaeochromogenes NRRL B-1248
G001437585	86941	2057128	0.042263291345993055	Olsenella uli DSM 7084 ASM143758v1
G001613465	86914	7305361	0.011897290222892477	Nocardia niwae NBRC 108934 = DSM 45340 NBRC 108934
G900092135	86911	3760249	0.02311309703160615	Raineyella antarctica LZ-22
G000472865	86873	9902361	0.008772958287422566	Bradyrhizobium elkanii WSM2783
G000143845	86858	2051896	0.04233060544978888	Olsenella uli DSM 7084 ASM14384v1
G000824785	86840	7140341	0.012161884145309027	Mesorhizobium plurifarium Mesorhizobium plurifarium STM8773 genome assembly
G001307195	86831	3054269	0.028429388505072737	Acinetobacter equi 114
G000526515	86830	4495232	0.019316021953928075	Cellulomonas sp. KRMCY2 ASM52651v1
G000719115	86788	8642480	0.010042024974312929	Lentzea albidocapillata NRRL B-24057
G001572725	86753	4922834	0.017622572688821114	Serratia rubidaea 1122
G000526915	86712	4936071	0.01756700825413573	Mycobacterium genavense ATCC 51234
G000372085	86684	1960866	0.0442069983364493	Corynebacterium capitovis DSM 44611
G000153465	86556	4326814	0.0200045576260038	Aurantimonas manganoxydans SI85-9A1
